Unnamed: 0,FID,COMID,Name,REACHCODE,GRIDCODE,Reach_Km2,UpstrmKm2,BFI,Slope,Elevation,Solar,HiCascade,Forest,Developed,Ag,Shrub,Water,AirC,Air245mid,Air245late,Air585mid,Air585late,STpresent,ST_245mid,ST_245late,ST_585mid,ST_585late,Diff_245mi,Diff_245la,Diff_585mi,Diff585la,pred_SE,CO,CHS,BT,STW,ST_HIP_km,CO_HIP_km,CH_HIP_km,ADULTp,ADULT245m,ADULT245l,ADULT585m,ADULT585l,JUVp,JUV245m,JUV245l,JUV585m,JUV585l,BTp,BT245m,BT245l,BT585m,BT585l
48,448,23809874, ,1.71E+13,480044,1.35,4.24,51.66,0.03,145.76,0.04,0,0.33,0.06,0.53,0.08,0,25.99,29.25,30.33,30.66,32.7,21.13,23.3,23.72,23.85,25.08,2.17,2.59,2.72,3.95,2.39,0,0,0,0,0.28,0.67,0,0.64,0.42,0.38,0.35,0.24,0.78,0.6,0.55,0.56,0.44,0.03,0.01,0.01,0.01,0
49,449,23809876, ,1.71E+13,479986,1.42,1.42,51.94,0.04,326.73,-0.11,0,0.38,0,0.31,0.3,0,24.72,27.92,29.04,29.37,31.5,21.18,23.36,23.78,23.9,25.14,2.18,2.6,2.72,3.96,2.38,0,0,0,0,0,0,0,0.63,0.4,0.37,0.36,0.23,0.77,0.61,0.56,0.55,0.43,0.03,0.01,0.01,0.01,0
50,450,23809880, ,1.71E+13,480186,1.29,1.29,52.37,0.04,189.93,0.12,0,0.41,0.04,0.37,0.05,0.12,25.6,28.66,29.85,30.18,32.39,21.01,23.17,23.59,23.71,24.94,2.16,2.58,2.7,3.93,2.44,0,0,0,0,0,0,0,0.65,0.44,0.39,0.39,0.25,0.78,0.61,0.58,0.57,0.46,0.03,0.01,0.01,0.01,0
51,457,23809892, ,1.71E+13,480024,2.19,2.19,54,0.05,486.25,-0.02,0,0.82,0,0,0.18,0,23.48,27.11,28.25,28.58,30.75,18,19.8,20.21,20.34,21.58,1.8,2.21,2.34,3.58,2.55,0,0,0,1,0.69,0,0,0.86,0.74,0.71,0.7,0.59,0.92,0.85,0.82,0.82,0.73,0.14,0.06,0.05,0.05,0.03
52,460,23809898, ,1.71E+13,479958,3,3,57.69,0.11,704.22,-0.21,0,0.88,0,0,0.12,0,21.76,25.62,26.72,27.07,29.2,16.4,18.01,18.41,18.55,19.8,1.61,2.01,2.15,3.4,2.42,0,0,0,0,0,0,0,0.93,0.86,0.84,0.84,0.75,0.95,0.92,0.91,0.91,0.85,0.24,0.14,0.11,0.1,0.06
53,461,23809900, ,1.71E+13,480092,5.34,5.34,54,0.06,437.93,0.23,0,0.52,0,0.04,0.44,0,23.68,27.13,28.27,28.6,30.77,19.84,21.86,22.28,22.4,23.64,2.02,2.44,2.56,3.8,2.27,0,0,0,0,0.26,0.51,0,0.76,0.57,0.51,0.51,0.39,0.86,0.72,0.68,0.69,0.57,0.05,0.02,0.01,0.01,0.01
54,462,23809916, ,1.71E+13,480140,1.84,1.84,50.98,0.04,360.57,-0.33,0,0.27,0.04,0.59,0.09,0,24.31,28.39,29.5,29.81,31.9,19.49,21.46,21.88,22.01,23.25,1.97,2.39,2.52,3.76,1.92,0,0,0,0,0.08,0,0,0.79,0.63,0.6,0.56,0.45,0.88,0.76,0.73,0.71,0.61,0.06,0.02,0.01,0.01,0.01
55,463,23809902, ,1.71E+13,479699,0.87,2.71,50.3,0.07,320.74,-0.3,0,0.34,0.05,0.51,0.1,0,24.35,28.46,29.57,29.88,31.96,19.43,21.4,21.82,21.95,23.19,1.97,2.39,2.52,3.76,2.47,0,0,0,0,0,0,0,0.77,0.62,0.57,0.55,0.45,0.87,0.75,0.72,0.71,0.61,0.07,0.03,0.02,0.02,0.01
56,465,23809906, ,1.71E+13,480021,2.27,2.27,61.6,0.27,1044.22,0.19,0,0.99,0,0,0.01,0,20.39,23.82,24.9,25.26,27.37,11.62,12.66,13.05,13.2,14.46,1.04,1.43,1.58,2.84,2.46,0,0,0,0,0,0,0,0.91,0.95,0.95,0.95,0.95,0.79,0.84,0.87,0.88,0.92,0.73,0.63,0.58,0.57,0.43
57,466,23809908, ,1.71E+13,479941,2.25,2.25,53.13,0.08,274.82,-0.14,0,0.39,0.03,0.55,0.02,0,25.06,28.42,29.58,29.9,32.06,19.19,21.13,21.54,21.67,22.91,1.94,2.35,2.48,3.72,2.43,0,0,0,0,0,0,0,0.8,0.65,0.61,0.59,0.46,0.88,0.76,0.75,0.74,0.63,0.08,0.03,0.02,0.02,0.01
58,467,23809918, ,1.71E+13,480182,0.82,0.82,51.12,0.05,361.42,-0.44,0,0.18,0.05,0.4,0.37,0,24.15,28.28,29.4,29.71,31.82,20.14,22.2,22.62,22.74,23.98,2.06,2.48,2.6,3.84,2.42,0,0,0,0,0,0,0,0.72,0.54,0.51,0.49,0.35,0.84,0.69,0.67,0.64,0.54,0.05,0.01,0.01,0.01,0
59,468,23809910, ,1.71E+13,480154,4.08,4.9,51.43,0.07,329.4,-0.3,0,0.63,0.05,0.2,0.12,0,24.37,28.47,29.59,29.91,32.01,19.66,21.66,22.08,22.21,23.44,2,2.42,2.55,3.78,2.39,0,0,0,0,0.6,0,0,0.77,0.6,0.54,0.54,0.41,0.85,0.74,0.7,0.7,0.58,0.06,0.02,0.02,0.02,0.01
60,470,23809920, ,1.71E+13,480136,1.11,1.11,59.66,0.29,1023.35,-0.55,0,0.99,0,0,0.01,0,20.73,23.83,24.91,25.27,27.38,11.62,12.66,13.05,13.21,14.47,1.04,1.43,1.59,2.85,1.84,0,0,0,0,0,0,0,0.93,0.96,0.97,0.97,0.98,0.8,0.87,0.89,0.89,0.94,0.76,0.63,0.58,0.57,0.41
61,471,23809922, ,1.71E+13,480189,2.12,2.12,53,0.07,288.48,-0.03,0,0.28,0,0.54,0.17,0,24.82,27.98,29.14,29.46,31.62,19.6,21.59,22.01,22.14,23.38,1.99,2.41,2.54,3.78,1.26,0,0,0,0,0,0,0,0.8,0.62,0.58,0.57,0.42,0.89,0.76,0.72,0.72,0.61,0.04,0.01,0.01,0.01,0
62,472,23809924, ,1.71E+13,480207,3.63,3.63,58.45,0.12,788.01,0.26,0,1,0,0,0,0,21.53,25.2,26.29,26.64,28.77,15.46,16.96,17.36,17.5,18.75,1.5,1.9,2.04,3.29,1.82,0,0,0,0,0.59,0,0,0.97,0.93,0.91,0.9,0.84,0.96,0.97,0.96,0.96,0.92,0.31,0.17,0.15,0.13,0.07
63,473,23809926, ,1.71E+13,480072,3.31,8.11,55.52,0.02,346.88,-0.01,0,0.45,0.07,0.22,0.26,0,24.47,27.88,29.06,29.39,31.6,20.17,22.23,22.64,22.77,24.01,2.06,2.47,2.6,3.84,2.44,0,0,0,0,0.98,0.8,1.27,0.72,0.54,0.49,0.48,0.34,0.84,0.69,0.65,0.65,0.54,0.05,0.02,0.01,0.01,0
64,474,23809928, ,1.71E+13,480201,1.79,1.79,50.82,0.03,377.77,-0.01,0,0.55,0.03,0.16,0.25,0,24.15,28.18,29.31,29.62,31.74,19.93,21.96,22.38,22.5,23.74,2.03,2.45,2.57,3.81,2.41,0,0,0,0,0.04,0,0,0.74,0.57,0.52,0.5,0.37,0.84,0.71,0.68,0.68,0.56,0.06,0.02,0.01,0.01,0.01
65,475,23810468, ,1.71E+13,480180,2.69,4.48,52,0.06,291.49,-0.06,0,0.65,0.03,0.14,0.17,0.01,24.62,27.99,29.13,29.45,31.6,19.86,21.88,22.3,22.43,23.67,2.02,2.44,2.57,3.81,2.06,0,0,0,1,0.62,0.33,0,0.75,0.58,0.53,0.52,0.38,0.86,0.73,0.7,0.67,0.57,0.04,0.01,0.01,0.01,0
66,476,23809930, ,1.71E+13,480137,1.03,2.94,54.28,0,264.97,-0.54,0,0.51,0.06,0.29,0.08,0.06,24.72,27.89,29.06,29.39,31.57,19.58,21.57,21.99,22.12,23.36,1.99,2.41,2.54,3.78,1.97,1,1,0,1,1.05,0,0,0.77,0.61,0.57,0.56,0.42,0.87,0.75,0.72,0.71,0.6,0.05,0.02,0.01,0.01,0.01
67,477,23809932, ,1.71E+13,480135,1.9,1.9,54.99,0.04,409.16,-0.17,0,0.69,0.07,0,0.24,0,24.13,27.29,28.45,28.78,30.98,19.43,21.4,21.81,21.94,23.18,1.97,2.38,2.51,3.75,2,0,0,0,0,0.09,0.09,0,0.79,0.63,0.58,0.57,0.43,0.88,0.76,0.72,0.72,0.61,0.06,0.02,0.01,0.01,0.01
68,479,23809936, ,1.71E+13,480200,3.81,3.81,60.44,0.14,1001.8,0.19,0,1,0,0,0,0,20.09,23.83,24.9,25.26,27.39,13.68,14.96,15.36,15.51,16.76,1.28,1.68,1.83,3.08,1.53,0,0,0,0,0,0,0,0.98,0.98,0.98,0.97,0.94,0.92,0.96,0.97,0.97,0.98,0.51,0.36,0.31,0.28,0.18
69,480,23809938, ,1.71E+13,480035,2.91,2.91,55.38,0.03,377.08,-0.22,0,0.47,0.06,0.13,0.33,0,24.31,27.3,28.46,28.79,30.99,20.08,22.13,22.55,22.67,23.91,2.05,2.47,2.59,3.83,2.41,0,0,0,0,0,0.22,0,0.73,0.54,0.51,0.49,0.34,0.84,0.7,0.67,0.66,0.56,0.05,0.02,0.01,0.01,0.01
70,481,23809942, ,1.71E+13,480081,1.37,1.37,63.85,0.22,1112.73,-0.1,0,1,0,0,0,0,19.94,23.57,24.64,25.01,27.14,11.54,12.57,12.96,13.12,14.38,1.03,1.42,1.58,2.84,2.45,0,0,0,0,0,0,0,0.92,0.94,0.95,0.95,0.96,0.77,0.84,0.86,0.87,0.92,0.73,0.65,0.58,0.58,0.44
71,482,23809940, ,1.71E+13,480059,0.82,2.2,60.83,0.14,878.62,0.41,0,0.98,0,0,0.02,0,19.94,23.57,24.64,25.01,27.14,13.76,15.06,15.45,15.6,16.86,1.3,1.69,1.84,3.1,2.19,0,0,0,0,0,0,0,0.97,0.96,0.95,0.95,0.92,0.91,0.95,0.95,0.96,0.96,0.51,0.36,0.32,0.31,0.19
72,483,23809944, ,1.71E+13,480101,2.97,2.97,67.79,0.13,1057,0.03,0,0.99,0,0,0,0,20.75,22.85,23.91,24.29,26.41,12.68,13.85,14.24,14.4,15.65,1.17,1.56,1.72,2.97,1.63,0,0,0,0,0,0,0,0.97,0.98,0.98,0.98,0.97,0.87,0.92,0.94,0.95,0.97,0.63,0.49,0.44,0.42,0.28
73,484,23809946, ,1.71E+13,479963,3.7,3.7,63.35,0.13,1043.32,-0.3,0,0.98,0,0,0.02,0,20.44,23.66,24.74,25.1,27.23,13.31,14.55,14.95,15.1,16.36,1.24,1.64,1.79,3.05,1.56,0,0,0,0,0,0,0,0.98,0.98,0.98,0.98,0.95,0.91,0.96,0.96,0.96,0.98,0.57,0.41,0.36,0.33,0.21
74,486,23809952, ,1.71E+13,479936,2.6,5.29,54.04,0.02,323.08,-0.07,0,0.46,0.03,0.25,0.25,0,24.09,27.99,29.13,29.45,31.6,19.69,21.69,22.1,22.23,23.47,2,2.41,2.54,3.78,2.41,0,0,0,0,0.64,0.53,0,0.76,0.59,0.56,0.53,0.4,0.86,0.73,0.68,0.68,0.58,0.06,0.02,0.02,0.02,0.01
75,490,23809960, ,1.71E+13,480094,3.94,3.94,54.86,0.05,365.08,-0.1,0,0.72,0.07,0.07,0.14,0,23.87,27.89,29.06,29.39,31.57,18.73,20.61,21.02,21.16,22.4,1.88,2.29,2.43,3.67,2.31,0,0,0,0,0.75,0,0,0.83,0.69,0.64,0.64,0.51,0.91,0.8,0.79,0.77,0.69,0.09,0.03,0.03,0.03,0.01
76,491,23809962, ,1.71E+13,479966,1.6,1.6,62.54,0.15,927.54,0.54,0,0.99,0,0,0.01,0,20.3,23.76,24.83,25.2,27.33,13.15,14.37,14.77,14.92,16.18,1.22,1.62,1.77,3.03,2.38,0,0,0,0,0,0,0,0.95,0.96,0.96,0.96,0.94,0.87,0.92,0.94,0.93,0.95,0.57,0.44,0.39,0.39,0.25
77,493,23809968, ,1.71E+13,479734,5,14.7,55.43,0.04,425.94,-0.01,0,0.82,0.01,0,0.17,0,23.53,26.8,27.96,28.29,30.47,19.29,21.24,21.65,21.78,23.02,1.95,2.36,2.49,3.73,2.45,0,0,0,0,3.39,0.2,0,0.78,0.63,0.6,0.57,0.46,0.87,0.77,0.74,0.74,0.62,0.07,0.03,0.02,0.02,0.01
78,501,23809986, ,1.71E+13,479945,4.08,4.08,69.12,0.09,1032.79,0.05,0,0.99,0,0,0.01,0,20.43,23.74,24.81,25.18,27.31,12.92,14.11,14.51,14.66,15.91,1.19,1.59,1.74,2.99,2.3,0,0,0,0,0.93,0.13,0,0.95,0.96,0.96,0.96,0.95,0.87,0.92,0.93,0.93,0.95,0.6,0.47,0.42,0.4,0.28
79,502,23809988, ,1.71E+13,480134,2.04,2.04,57.49,0.04,528,-0.29,0,0.87,0.02,0,0.11,0,23.01,24.69,25.82,26.15,28.3,17.92,19.71,20.13,20.26,21.5,1.79,2.21,2.34,3.58,2.41,0,0,0,0,0.14,0.58,0,0.88,0.76,0.72,0.73,0.6,0.93,0.86,0.84,0.82,0.74,0.13,0.07,0.05,0.05,0.02
80,504,23809992, ,1.71E+13,480019,1.41,1.41,72,0.28,1035.58,0.67,0,0.96,0,0,0.04,0,20.92,23.73,24.8,25.17,27.3,10.5,11.4,11.79,11.95,13.21,0.9,1.29,1.45,2.71,2.54,0,0,0,0,0,0,0,0.86,0.9,0.91,0.92,0.95,0.69,0.77,0.79,0.8,0.88,0.81,0.73,0.72,0.7,0.55
81,505,23809994, ,1.71E+13,479775,2.99,2.99,62.51,0.23,632,-0.39,0,0.7,0.01,0,0.28,0,22.06,24.65,25.75,26.1,28.24,16.31,17.91,18.31,18.45,19.7,1.6,2,2.14,3.39,1.52,0,0,0,0,0,0,0,0.96,0.9,0.87,0.87,0.78,0.98,0.95,0.94,0.94,0.88,0.22,0.1,0.09,0.08,0.04
82,507,23809998, ,1.71E+13,480091,7.66,7.66,58.16,0.06,624.7,-0.29,0,0.86,0,0,0.14,0,22.45,24.8,25.93,26.26,28.42,17.59,19.34,19.75,19.88,21.13,1.75,2.16,2.29,3.54,2.26,0,0,0,0,2.47,0.14,0,0.88,0.78,0.75,0.75,0.64,0.95,0.87,0.86,0.85,0.78,0.16,0.07,0.06,0.05,0.03
83,510,23810006, ,1.71E+13,479940,3.55,3.55,61.22,0.16,757.68,-0.51,0,0.84,0,0,0.16,0,21.44,24.65,25.75,26.09,28.24,15.11,16.56,16.96,17.1,18.36,1.45,1.85,1.99,3.25,2.37,0,0,0,0,0,0,0,0.96,0.93,0.92,0.91,0.85,0.94,0.95,0.95,0.95,0.92,0.37,0.24,0.2,0.19,0.11
84,511,23810008, ,1.71E+13,479732,1.2,1.2,72,0.27,829.6,-0.61,0,1,0,0,0,0,22.08,25.09,26.14,26.52,28.65,11.53,12.56,12.95,13.1,14.36,1.03,1.42,1.57,2.83,2.53,0,0,0,0,0,0,0,0.9,0.94,0.95,0.94,0.95,0.78,0.84,0.86,0.87,0.92,0.74,0.64,0.6,0.58,0.43
85,512,23810010, ,1.71E+13,480082,3.19,3.19,75,0.17,1262.91,-0.2,0,0.8,0,0,0.2,0,20.73,21.5,22.53,22.91,25.07,11.3,12.3,12.69,12.85,14.11,1,1.39,1.55,2.81,2.49,0,0,0,0,0,0,0,0.9,0.93,0.94,0.94,0.96,0.77,0.82,0.85,0.86,0.91,0.75,0.65,0.63,0.62,0.46
86,515,23810016, ,1.71E+13,480150,1.79,1.79,75,0.18,1325.17,-0.37,0,0.82,0,0,0.18,0,20.42,21.49,22.53,22.91,25.07,10.54,11.44,11.83,11.99,13.25,0.9,1.29,1.45,2.71,2.54,0,0,0,0,0,0,0,0.87,0.91,0.91,0.92,0.95,0.72,0.77,0.79,0.8,0.87,0.8,0.74,0.71,0.68,0.58
87,517,23810020, ,1.71E+13,480048,1.41,1.41,62.45,0.18,981.63,-0.2,0,0.92,0,0,0.08,0,21.03,24.08,25.17,25.52,27.65,13.53,14.79,15.19,15.34,16.59,1.26,1.66,1.81,3.06,2.49,0,0,0,0,0,0,0,0.95,0.96,0.95,0.95,0.92,0.89,0.93,0.94,0.94,0.95,0.54,0.38,0.36,0.35,0.22
88,519,23810024, ,1.71E+13,480045,0.15,1.02,75,0.22,1214.29,-0.29,0,0.97,0,0,0,0.02,20.95,21.99,23.04,23.42,25.56,8.91,9.63,10.01,10.18,11.44,0.72,1.1,1.27,2.53,2.43,0,0,0,0,0,0,0,0.77,0.81,0.84,0.84,0.9,0.58,0.63,0.67,0.68,0.77,0.86,0.84,0.83,0.83,0.75
89,520,23810028, ,1.71E+13,479970,0.75,1.64,74,0.26,1234.92,-0.53,0,0.92,0,0,0.02,0.05,20.95,22.19,23.25,23.63,25.76,9,9.72,10.1,10.27,11.54,0.72,1.1,1.27,2.54,2.61,0,0,0,0,0,0,0,0.77,0.81,0.84,0.85,0.91,0.58,0.62,0.67,0.68,0.78,0.84,0.83,0.82,0.81,0.74
90,522,23810032, ,1.71E+13,480047,1.61,1.61,78,0.06,1114.79,0.5,1,0.93,0.01,0,0.05,0,21.4,22.78,23.81,24.22,26.34,10.36,11.25,11.63,11.79,13.06,0.89,1.27,1.43,2.7,2.35,0,0,0,0,0,0,0,0.87,0.91,0.92,0.93,0.95,0.69,0.77,0.79,0.81,0.87,0.83,0.77,0.74,0.72,0.57
91,524,23810038, ,1.71E+13,479982,1.25,1.25,63.44,0.3,713.83,0.16,0,0.75,0,0,0.25,0,23.22,23.9,24.97,25.33,27.45,15.83,17.37,17.77,17.92,19.16,1.54,1.94,2.09,3.33,2.49,0,0,0,0,0,0,0,0.94,0.9,0.87,0.88,0.79,0.95,0.94,0.93,0.92,0.87,0.3,0.18,0.14,0.14,0.08
92,526,23810044, ,1.71E+13,480078,5.08,5.08,75.42,0.08,1267.02,0.22,0,0.94,0.02,0,0.04,0,20.66,21.57,22.6,22.99,25.14,10.71,11.64,12.03,12.19,13.45,0.93,1.32,1.48,2.74,2.45,0,0,0,0,0.26,0.57,0,0.87,0.92,0.92,0.93,0.96,0.72,0.78,0.81,0.82,0.89,0.78,0.72,0.69,0.68,0.54
93,530,23810052, ,1.71E+13,479919,7.81,7.81,76,0.08,1278.75,0,0.31,0.86,0.06,0,0.07,0,20.81,22.2,23.23,23.63,25.78,9.98,10.82,11.2,11.37,12.63,0.84,1.22,1.39,2.65,2.37,0,0,0,0,0.22,0,0,0.83,0.89,0.9,0.9,0.94,0.68,0.73,0.76,0.77,0.85,0.84,0.8,0.76,0.76,0.63
94,531,23810056, ,1.71E+13,479701,2.86,2.86,75,0.16,1298.69,0.43,0,0.89,0,0,0.1,0,21,21.86,22.9,23.28,25.44,10.36,11.24,11.63,11.79,13.06,0.88,1.27,1.43,2.7,2.47,0,0,0,0,0,0,0,0.86,0.9,0.91,0.92,0.95,0.7,0.76,0.78,0.79,0.87,0.8,0.76,0.74,0.71,0.58
95,534,23810068, ,1.71E+13,479932,0.62,1.53,75,0.14,1310.91,0.45,0,0.81,0,0,0.15,0.04,21.08,22.97,24,24.39,26.55,11.18,12.17,12.56,12.71,13.97,0.99,1.38,1.53,2.79,2.52,0,0,0,0,0,0,0,0.89,0.92,0.94,0.94,0.96,0.76,0.82,0.83,0.84,0.9,0.78,0.67,0.65,0.61,0.5
96,536,23810072, ,1.71E+13,480181,2.18,2.18,77,0.08,1202.65,0.5,0.69,0.96,0,0,0.04,0,21.17,21.97,23,23.4,25.53,9.72,10.53,10.92,11.08,12.35,0.81,1.2,1.36,2.63,2.52,0,0,0,0,0,0,0,0.82,0.86,0.88,0.88,0.94,0.64,0.71,0.74,0.75,0.83,0.84,0.8,0.77,0.76,0.65
97,543,23810092, ,1.71E+13,480104,3.57,3.57,68.11,0.23,1047.06,0.16,0,0.92,0,0,0.08,0,22.15,24.49,25.54,25.92,28.04,11.6,12.63,13.02,13.18,14.44,1.03,1.42,1.58,2.84,2.06,0,0,0,0,0,0,0,0.92,0.95,0.96,0.96,0.97,0.79,0.85,0.87,0.89,0.93,0.75,0.64,0.6,0.58,0.42
98,545,23810096, ,1.71E+13,479989,1.14,1.14,66.42,0.28,1013.37,-0.49,0,1,0,0,0,0,21.67,24.55,25.61,25.98,28.1,13.64,14.92,15.32,15.47,16.72,1.28,1.68,1.83,3.08,2.36,0,0,0,0,0,0,0,0.96,0.96,0.95,0.95,0.92,0.9,0.93,0.94,0.95,0.95,0.53,0.37,0.33,0.32,0.21
99,548,23810102, ,1.71E+13,479730,0.27,5.48,81,0,1048.6,-0.57,0.98,0.87,0,0,0.12,0.01,22.66,23.24,24.26,24.68,26.82,11.55,12.58,12.97,13.12,14.38,1.03,1.42,1.57,2.83,2.45,0,0,0,0,0,0.15,0,0.9,0.94,0.95,0.95,0.96,0.78,0.83,0.86,0.87,0.92,0.73,0.64,0.6,0.58,0.44
100,549,23810104, ,1.71E+13,479956,0.04,5.21,81,0.01,1023.24,-0.02,0.99,0.87,0,0,0.13,0.01,22.66,23.24,24.26,24.68,26.82,11.39,12.4,12.79,12.95,14.21,1.01,1.4,1.56,2.82,2.46,0,0,0,0,0,0.16,0,0.91,0.93,0.95,0.95,0.96,0.77,0.83,0.85,0.85,0.91,0.75,0.64,0.62,0.6,0.44
101,550,23810118, ,1.71E+13,479993,5.77,5.77,82,0.07,1296.79,-0.34,0.98,0.85,0,0,0.14,0.01,20.9,22.75,23.73,24.2,26.28,9.23,9.98,10.36,10.53,11.79,0.75,1.13,1.3,2.56,2.47,0,0,0,0,0.14,0.29,0,0.79,0.83,0.86,0.87,0.92,0.61,0.66,0.7,0.7,0.8,0.86,0.83,0.81,0.8,0.7
102,551,23810106, ,1.71E+13,480056,1.64,7.41,82,0,1191.87,0.27,0.94,0.82,0,0,0.14,0.04,21.55,23,24.01,24.46,26.56,10.69,11.62,12.01,12.17,13.43,0.93,1.32,1.48,2.74,2.44,0,0,0,0,0,0.65,0,0.87,0.92,0.93,0.93,0.95,0.72,0.79,0.81,0.82,0.88,0.79,0.72,0.7,0.67,0.55
103,553,23810110, ,1.71E+13,480199,0.17,4.43,82,0,1058.3,-0.04,0.88,0.81,0,0,0.1,0.08,22.46,23.1,24.12,24.57,26.68,11.06,12.03,12.42,12.58,13.84,0.97,1.36,1.52,2.78,2.54,0,0,0,0,0,0.54,0,0.89,0.92,0.93,0.94,0.96,0.75,0.82,0.82,0.84,0.91,0.76,0.69,0.65,0.66,0.51
104,554,23810130, ,1.71E+13,480089,4.26,4.26,82,0.09,1357.21,-0.34,0.91,0.84,0,0,0.11,0.05,20.98,23.43,24.42,24.88,26.97,9.05,9.78,10.17,10.33,11.6,0.73,1.12,1.28,2.55,2.54,0,0,0,0,0,0.68,0,0.78,0.82,0.84,0.85,0.91,0.58,0.65,0.68,0.69,0.78,0.85,0.84,0.83,0.81,0.72
105,555,23810112, ,1.71E+13,480096,0.08,5.86,82,0,1057.21,-0.42,0.85,0.76,0,0,0.13,0.11,22.46,23.1,24.12,24.57,26.68,11.26,12.26,12.65,12.8,14.06,1,1.39,1.54,2.8,2.65,0,0,0,0,0,0.4,0,0.89,0.92,0.94,0.94,0.95,0.75,0.82,0.83,0.86,0.9,0.74,0.65,0.63,0.6,0.48
106,556,23810128, ,1.71E+13,480106,5.78,5.78,81.96,0.03,1192.42,-0.71,0.86,0.77,0,0,0.13,0.1,22.25,23.31,24.31,24.76,26.86,10.74,11.67,12.06,12.22,13.48,0.93,1.32,1.48,2.74,2.63,0,0,0,0,0,1.81,0,0.87,0.9,0.92,0.92,0.95,0.71,0.78,0.81,0.82,0.88,0.78,0.71,0.67,0.65,0.52
107,558,23810116, ,1.71E+13,480142,0.09,4.32,81,0,1057.61,-0.71,0.97,0.91,0,0,0.06,0.02,22.46,23.1,24.12,24.57,26.68,10.85,11.79,12.18,12.34,13.6,0.94,1.33,1.49,2.75,2.5,0,0,0,0,0,0.2,0,0.87,0.92,0.93,0.94,0.96,0.72,0.8,0.82,0.82,0.89,0.78,0.72,0.67,0.64,0.52
108,559,23810140, ,1.71E+13,480001,4.23,4.23,81.11,0.03,1198.44,-0.47,0.99,0.92,0,0,0.07,0.01,22.29,23.43,24.42,24.87,26.97,10.29,11.16,11.55,11.71,12.98,0.87,1.26,1.42,2.69,2.52,0,0,0,0,0,0.1,0,0.85,0.9,0.91,0.91,0.94,0.69,0.76,0.78,0.79,0.86,0.81,0.75,0.74,0.71,0.59
109,561,23810122, ,1.71E+13,479931,3.07,3.07,77.61,0.12,1105.17,-0.24,0.88,1,0,0,0,0,22.58,22.78,23.8,24.21,26.37,9.61,10.41,10.79,10.95,12.22,0.8,1.18,1.34,2.61,2.62,0,0,0,0,0,0,0,0.81,0.86,0.87,0.89,0.93,0.63,0.69,0.71,0.74,0.83,0.82,0.8,0.77,0.77,0.67
110,562,23810124, ,1.71E+13,479979,5.17,5.17,81,0.02,1129.42,-0.56,0.99,0.87,0,0,0.13,0,22.45,23.31,24.31,24.75,26.87,10.94,11.89,12.28,12.44,13.7,0.95,1.34,1.5,2.76,2.49,0,0,0,0,0,1.74,0,0.88,0.92,0.93,0.93,0.96,0.74,0.8,0.82,0.83,0.9,0.78,0.7,0.66,0.65,0.52
111,566,23810136, ,1.71E+13,479700,4.06,4.06,78.71,0.06,1114.9,-0.26,0.98,0.92,0,0,0.08,0,22.6,22.76,23.78,24.19,26.35,9.77,10.58,10.97,11.13,12.39,0.81,1.2,1.36,2.62,2.6,0,0,0,0,0,0.72,0,0.82,0.87,0.88,0.9,0.94,0.63,0.71,0.72,0.75,0.82,0.83,0.8,0.77,0.76,0.65
112,572,23810150, ,1.71E+13,480085,1.9,1.9,67,0.16,1032.86,0.25,0,0.97,0,0,0.03,0,22.27,22.77,23.82,24.18,26.29,13.38,14.62,15.02,15.17,16.42,1.24,1.64,1.79,3.04,2.49,0,0,0,0,0,0,0,0.95,0.96,0.95,0.95,0.93,0.88,0.93,0.94,0.94,0.95,0.55,0.43,0.38,0.34,0.25
113,573,23810154, ,1.71E+13,480115,0.18,0.18,66,0.04,1275.02,0.06,0,0.88,0,0,0.06,0.05,21.31,22.73,23.79,24.13,26.21,13.27,14.51,14.9,15.05,16.31,1.24,1.63,1.78,3.04,2.66,0,0,0,0,0,0,0,0.94,0.95,0.95,0.94,0.92,0.88,0.91,0.92,0.94,0.94,0.57,0.44,0.38,0.38,0.25
114,574,23810152, ,1.71E+13,479992,0.34,0.51,66,0.38,1165.02,0.29,0,0.75,0,0,0.22,0.02,21.54,22.73,23.79,24.13,26.21,10.18,11.05,11.44,11.6,12.86,0.87,1.26,1.42,2.68,2.79,0,0,0,0,0,0,0,0.84,0.88,0.89,0.9,0.93,0.67,0.74,0.77,0.77,0.85,0.79,0.75,0.73,0.7,0.59
115,575,23810156, ,1.71E+13,480042,13.31,13.31,80.99,0.03,1153.46,-0.35,0.99,0.87,0.01,0,0.12,0,22.32,22.89,23.91,24.34,26.48,10.65,11.57,11.96,12.12,13.38,0.92,1.31,1.47,2.73,2.4,0,0,0,0,0,3.53,0,0.87,0.91,0.93,0.93,0.96,0.71,0.78,0.82,0.82,0.89,0.8,0.74,0.69,0.67,0.54
116,576,23810158, ,1.71E+13,479683,5.81,15.07,79.73,0.03,1142.08,-0.29,0.93,0.94,0.01,0,0.04,0,22.26,22.64,23.65,24.07,26.23,12.53,13.68,14.07,14.23,15.48,1.15,1.54,1.7,2.95,1.77,0,0,0,0,2.24,1.89,0,0.96,0.98,0.98,0.98,0.97,0.86,0.92,0.93,0.93,0.97,0.66,0.51,0.46,0.44,0.31
